cowid," parity"," current dim"," days after breeding"," repro status"," days next breeding"," gestation length"," days dry"," test DIM"," test milk"," test fat%"," test protein%"," test scc"," 305d ME milk"," test bodyweight"," future days dry"," future gestation length"," breed"," NM$"," KeepValue"
1477,5,337,236,Preg,10,281,14,337,-1.0,-1.0,-1.0,-1,24521,-1,60,280,HO,-179,110
1500,6,91,19,Bred,3,281,0,90,94.0,3.8,3.0,-1,23121,-1,60,280,HO,4,1145
1505,5,85,12,Bred,10,281,0,84,128.0,3.3,2.4,-1,31248,-1,60,280,HO,-19,5
1508,5,285,0,Open,10,-1,0,284,40.0,4.0,3.3,-1,29673,-1,60,280,HO,319,1096
1509,5,303,0,Open,10,-1,0,302,58.0,3.6,3.4,-1,18379,-1,60,280,HO,-8,622
1520,6,25,0,Open,10,-1,0,24,92.0,1.4E-45,1.4E-45,-1,-1,-1,60,280,HO,21,843
1530,5,186,13,Bred,9,281,0,185,34.0,3.3,2.6,-1,21947,-1,60,280,HO,125,1174
1542,5,300,264,Preg,10,281,42,300,-1.0,-1.0,-1.0,-1,30837,-1,60,280,HO,-48,608
1549,5,277,88,Preg,10,281,0,276,56.0,3.0,2.9,-1,32076,-1,60,280,HO,80,63
1554,5,226,0,Open,10,-1,0,225,72.0,5.1,3.5,-1,19892,-1,60,280,HO,162,850
1573,5,220,50,Open,14,-1,0,219,72.0,3.6,3.0,-1,30239,-1,60,280,HO,190,224
1611,5,310,239,Preg,10,281,28,310,-1.0,-1.0,-1.0,-1,22715,-1,60,280,HO,-5,570
1627,5,182,18,Bred,4,281,0,181,72.0,3.7,3.0,-1,23562,-1,60,280,HO,-43,334
1644,5,243,11,Bred,11,281,0,242,60.0,3.7,3.2,-1,23247,-1,60,280,HO,51,456
1647,5,272,77,Preg,10,283,0,271,48.0,4.5,3.6,-1,21553,-1,60,280,HO,-132,251
1654,5,317,126,Preg,10,281,0,316,72.0,3.3,2.7,-1,26342,-1,60,280,HO,128,1033
1662,5,287,215,Preg,10,283,0,286,22.0,3.1,3.2,-1,21439,-1,60,280,HO,117,1068
1679,5,193,80,Preg,10,281,0,192,2.0,3.3,2.8,-1,32288,-1,60,280,HO,-52,3
1694,5,8,0,Open,10,-1,0,7,94.0,1.4E-45,1.4E-45,-1,-1,-1,60,280,HO,-94,482
1695,5,136,0,Open,10,-1,0,135,56.0,3.0,3.6,-1,16334,-1,60,280,HO,157,247
1703,5,340,159,Preg,10,281,0,339,70.0,3.7,3.4,-1,30210,-1,60,280,HO,-17,978
1722,5,252,160,Preg,10,281,0,251,16.0,3.4,3.0,-1,18112,-1,60,280,HO,-93,514
1748,4,328,247,Preg,10,281,56,328,-1.0,-1.0,-1.0,-1,31475,-1,60,280,HO,99,3
1756,4,413,173,Preg,10,281,0,412,32.0,5.0,4.0,-1,31518,-1,60,280,HO,438,973
1761,4,242,166,Preg,10,281,0,241,38.0,3.8,3.6,-1,17494,-1,60,280,HO,277,1029
1771,5,247,173,Preg,10,281,0,246,76.0,3.5,3.0,-1,25632,-1,60,280,HO,190,783
1773,5,252,137,Preg,10,281,0,251,72.0,3.1,2.9,-1,27200,-1,60,280,HO,-1,406
1775,4,289,97,Preg,10,281,0,288,64.0,4.3,3.4,-1,26197,-1,60,280,HO,145,871
1786,4,166,82,Preg,10,281,0,165,112.0,2.9,2.7,-1,26837,-1,60,280,HO,52,641
1814,5,195,53,Preg,10,281,0,194,64.0,3.8,3.2,-1,23446,-1,60,280,HO,181,173
1820,5,240,145,Preg,10,283,0,239,96.0,4.1,3.2,-1,30871,-1,60,280,HO,220,1115
1852,4,340,271,Preg,10,281,56,340,-1.0,-1.0,-1.0,-1,25499,-1,60,280,HO,66,1092
1858,4,330,163,Preg,10,281,0,329,80.0,4.3,3.6,-1,29131,-1,60,280,HO,54,632
1861,5,81,5,Bred,17,281,0,80,114.0,1.9,2.7,-1,-1,-1,60,280,HO,83,316
1864,5,189,0,Open,10,-1,0,188,64.0,3.7,3.2,-1,23156,-1,60,280,HO,140,397
1872,4,250,0,Open,10,-1,0,249,86.0,3.4,2.9,-1,25138,-1,60,280,HO,104,1085
1880,5,3,0,Open,10,-1,0,2,1.4E-45,1.4E-45,1.4E-45,-1,-1,-1,60,280,HO,77,334
1884,4,51,0,Open,10,-1,0,50,100.0,5.6,2.6,-1,-1,-1,60,280,HO,-25,118
1901,4,270,222,Preg,10,281,28,270,-1.0,-1.0,-1.0,-1,21576,-1,60,280,HO,0,374
1911,5,22,0,Open,10,-1,0,21,102.0,1.4E-45,1.4E-45,-1,-1,-1,60,280,HO,0,247
1925,4,309,138,Preg,10,281,0,308,76.0,4.1,3.4,-1,28261,-1,60,280,HO,225,777
1931,5,4,0,Open,10,-1,0,3,34.0,1.4E-45,1.4E-45,-1,-1,-1,60,280,HO,156,851
1954,4,316,126,Preg,10,281,0,315,76.0,3.1,2.7,-1,27513,-1,60,280,HO,-45,766
1966,4,178,66,Preg,10,281,0,177,122.0,2.8,2.6,-1,34210,-1,60,280,HO,230,10
1970,4,363,214,Preg,10,281,0,362,66.0,4.3,3.4,-1,32596,-1,60,280,HO,242,735
1974,4,342,27,Bred,16,281,0,341,64.0,5.2,3.7,-1,33006,-1,60,280,HO,223,3
1975,4,309,242,Preg,10,281,28,309,-1.0,-1.0,-1.0,-1,24323,-1,60,280,HO,114,284
1985,4,297,257,Preg,10,281,35,297,-1.0,-1.0,-1.0,-1,30306,-1,60,280,HO,270,1009
1986,4,225,26,Bred,17,281,0,224,64.0,4.1,3.4,-1,22982,-1,60,280,HO,0,161
1987,5,101,26,Bred,17,281,0,100,116.0,3.5,2.7,-1,24342,-1,60,280,HO,55,338
1993,5,78,5,Bred,17,281,0,77,96.0,4.7,2.9,-1,24560,-1,60,280,HO,22,210
1995,4,274,201,Preg,10,281,0,273,54.0,4.2,3.5,-1,29156,-1,60,280,HO,260,40
2010,4,337,247,Preg,10,281,28,337,-1.0,-1.0,-1.0,-1,33639,-1,60,280,HO,173,644
2011,4,283,208,Preg,10,281,0,282,46.0,4.3,2.9,-1,27754,-1,60,280,HO,-79,903
2020,5,9,0,Open,10,-1,0,8,80.0,1.4E-45,1.4E-45,-1,-1,-1,60,280,HO,194,253
2021,4,302,266,Preg,10,280,56,302,-1.0,-1.0,-1.0,-1,22605,-1,60,280,HO,-73,34
2027,4,272,96,Preg,10,281,0,271,72.0,3.3,3.6,-1,28307,-1,60,280,HO,185,527
2031,4,321,171,Preg,10,281,0,320,38.0,3.2,3.3,-1,29183,-1,60,280,HO,-64,790
2036,4,156,40,Bred,3,283,0,155,94.0,3.3,3.1,-1,24068,-1,60,280,HO,68,631
2040,4,300,237,Preg,10,281,28,300,-1.0,-1.0,-1.0,-1,26438,-1,60,280,HO,208,246
2057,4,47,0,Open,10,-1,0,46,120.0,3.1,3.1,-1,-1,-1,60,280,HO,23,716
2072,4,244,173,Preg,10,283,0,243,64.0,4.3,3.6,-1,20615,-1,60,280,HO,0,550
2076,4,97,5,Bred,17,280,0,96,74.0,4.3,3.2,-1,19519,-1,60,280,HO,147,942
2080,4,174,12,Bred,10,281,0,173,80.0,3.0,3.0,-1,25620,-1,60,280,HO,79,835
2083,4,273,257,Preg,10,281,56,273,-1.0,-1.0,-1.0,-1,21210,-1,60,280,HO,235,867
2088,4,315,248,Preg,10,281,56,315,-1.0,-1.0,-1.0,-1,26830,-1,60,280,HO,174,723
2089,5,17,0,Open,10,-1,0,16,100.0,1.4E-45,1.4E-45,-1,-1,-1,60,280,HO,294,444
2090,4,295,0,Open,10,-1,0,294,72.0,4.0,3.4,-1,25534,-1,60,280,HO,21,350
2091,4,319,241,Preg,10,281,21,319,-1.0,-1.0,-1.0,-1,23589,-1,60,280,HO,151,9
2094,4,298,222,Preg,10,281,0,297,16.0,4.0,3.3,-1,20735,-1,60,280,HO,92,184
2104,4,292,271,Preg,10,281,49,292,-1.0,-1.0,-1.0,-1,27997,-1,60,280,HO,180,27
2106,4,292,264,Preg,10,281,42,292,-1.0,-1.0,-1.0,-1,24063,-1,60,280,HO,-86,1070
2108,4,277,196,Preg,10,283,0,276,72.0,4.2,3.4,-1,24153,-1,60,280,HO,395,887
2115,4,210,138,Preg,10,281,0,209,36.0,3.1,3.0,-1,20441,-1,60,280,HO,231,151
2126,4,239,166,Preg,10,281,0,238,48.0,4.0,3.2,-1,23907,-1,60,280,HO,213,1182
2127,4,293,134,Preg,10,281,0,292,74.0,3.8,3.4,-1,30044,-1,60,280,HO,0,845
2132,4,158,30,Bred,13,281,0,157,88.0,2.8,2.9,-1,30592,-1,60,280,HO,0,715
2134,4,235,52,Preg,10,281,0,234,104.0,3.1,3.2,-1,26916,-1,60,280,HO,283,1185
2138,4,49,0,Open,10,-1,0,48,112.0,2.5,2.9,-1,-1,-1,60,280,HO,174,102
2143,5,142,68,Preg,10,281,0,141,106.0,2.9,2.9,-1,27470,-1,60,280,HO,145,850
2144,3,259,188,Preg,10,281,0,258,56.0,4.0,2.8,-1,27309,-1,60,280,HO,280,177
2154,4,291,111,Preg,10,281,0,290,80.0,3.9,3.2,-1,25896,-1,60,280,HO,263,940
2155,4,295,200,Preg,10,281,28,295,-1.0,-1.0,-1.0,-1,21335,-1,60,280,HO,-10,539
2159,3,384,192,Preg,10,281,28,384,-1.0,-1.0,-1.0,-1,29334,-1,60,280,HO,-109,13
2160,4,251,180,Preg,10,281,0,250,44.0,2.7,2.8,-1,24212,-1,60,280,HO,107,740
2161,4,273,156,Preg,10,281,0,272,48.0,4.2,3.9,-1,25118,-1,60,280,HO,330,1191
2162,4,239,79,Preg,10,281,0,238,80.0,3.5,2.9,-1,25736,-1,60,280,HO,158,656
2166,4,294,166,Preg,10,281,0,293,34.0,4.5,3.5,-1,22265,-1,60,280,HO,125,1131
2172,4,280,182,Preg,10,281,0,279,40.0,2.9,2.6,-1,26644,-1,60,280,HO,64,668
2175,4,272,109,Preg,10,281,0,271,40.0,2.8,3.0,-1,21891,-1,60,280,HO,266,797
2176,4,178,103,Preg,10,283,0,177,56.0,3.6,3.1,-1,15039,-1,60,280,HO,0,214
2178,4,46,0,Open,10,-1,0,45,28.0,3.1,4.5,-1,-1,-1,60,280,HO,0,594
2179,4,187,13,Bred,9,281,0,186,80.0,4.3,3.3,-1,23644,-1,60,280,HO,338,512
2190,4,259,92,Preg,10,281,0,258,64.0,3.5,2.9,-1,29111,-1,60,280,HO,167,923
2195,4,260,187,Preg,10,281,0,259,44.0,4.5,3.5,-1,23293,-1,60,280,HO,158,914
2207,4,257,187,Preg,10,283,0,256,76.0,3.9,2.9,-1,30454,-1,60,280,HO,243,416
2208,4,23,0,Open,10,-1,0,22,126.0,1.4E-45,1.4E-45,-1,-1,-1,60,280,HO,183,229
2209,4,274,115,Preg,10,281,0,273,1.4E-45,1.4E-45,1.4E-45,-1,27539,-1,60,280,HO,61,1057
2212,4,290,215,Preg,10,281,0,289,20.0,4.1,3.3,-1,22700,-1,60,280,HO,237,1174
2216,4,261,187,Preg,10,281,0,260,66.0,3.5,3.4,-1,28552,-1,60,280,HO,350,11
2220,3,296,264,Preg,10,281,42,296,-1.0,-1.0,-1.0,-1,34517,-1,60,280,HO,434,107
2222,4,124,28,Bred,15,281,0,123,70.0,5.1,3.2,-1,18267,-1,60,280,HO,263,88
2233,3,414,236,Preg,10,281,28,414,-1.0,-1.0,-1.0,-1,31695,-1,60,280,HO,181,981
2235,4,254,122,Preg,10,281,0,253,44.0,5.3,3.8,-1,22211,-1,60,280,HO,194,696
2240,4,161,41,Bred,2,281,0,160,92.0,4.0,3.3,-1,25473,-1,60,280,HO,317,872
2243,4,255,0,Open,10,-1,0,254,84.0,3.1,3.1,-1,28476,-1,60,280,HO,258,1149
2251,4,257,0,Open,10,-1,0,256,68.0,4.1,2.5,-1,25240,-1,60,280,HO,106,27
2256,4,172,96,Preg,10,281,0,171,58.0,4.8,3.0,-1,23211,-1,60,280,HO,127,843
2257,4,161,27,Bred,16,281,0,160,80.0,4.2,3.3,-1,29094,-1,60,280,HO,122,812
2259,4,245,173,Preg,10,283,0,244,56.0,4.1,3.0,-1,23132,-1,60,280,HO,205,215
2261,4,173,9,Bred,13,283,0,172,88.0,4.2,3.4,-1,25669,-1,60,280,HO,-14,593
2272,3,188,113,Preg,10,281,0,187,84.0,3.4,3.1,-1,26466,-1,60,280,HO,318,1001
2273,4,167,82,Preg,10,280,0,166,80.0,3.1,3.0,-1,24980,-1,60,280,HO,109,12
2277,4,166,82,Preg,10,281,0,165,116.0,3.7,2.9,-1,31253,-1,60,280,HO,-35,1092
2284,4,241,166,Preg,10,281,0,240,64.0,3.0,3.1,-1,27464,-1,60,280,HO,258,2
2290,4,61,0,Open,10,-1,0,60,76.0,3.7,3.3,-1,-1,-1,60,280,HO,235,790
2291,4,211,143,Preg,10,283,0,210,80.0,4.0,3.1,-1,24833,-1,60,280,HO,170,170
2305,4,64,0,Open,10,-1,0,63,116.0,2.9,2.9,-1,24839,-1,60,280,HO,43,707
2312,4,155,11,Bred,11,281,0,154,96.0,3.4,3.2,-1,25842,-1,60,280,HO,362,328
2321,4,221,145,Preg,10,281,0,220,76.0,2.4,2.9,-1,22398,-1,60,280,HO,88,755
2322,3,302,0,Open,10,-1,0,301,76.0,4.4,3.4,-1,34402,-1,60,280,HO,239,1029
2324,4,215,145,Preg,10,283,0,214,68.0,3.6,2.9,-1,27504,-1,60,280,HO,267,953
2326,4,218,115,Preg,10,281,0,217,40.0,4.2,3.1,-1,24017,-1,60,280,HO,192,151
2327,4,191,117,Preg,10,281,0,190,56.0,4.2,3.3,-1,21551,-1,60,280,HO,272,391
2330,4,173,61,Preg,10,281,0,172,80.0,5.1,3.2,-1,28558,-1,60,280,HO,152,1191
2332,4,51,0,Open,10,-1,0,50,116.0,3.2,2.9,-1,-1,-1,60,280,HO,127,961
2334,4,219,145,Preg,10,281,0,218,44.0,3.8,3.0,-1,18363,-1,60,280,HO,171,843
2335,4,214,138,Preg,10,281,0,213,76.0,3.3,3.2,-1,23565,-1,60,280,HO,157,563
2336,4,199,56,Preg,10,281,0,198,12.0,3.9,3.4,-1,25188,-1,60,280,HO,-79,295
2341,3,251,180,Preg,10,283,0,250,24.0,2.7,3.2,-1,17328,-1,60,280,HO,64,472
2343,4,206,131,Preg,10,281,0,205,82.0,3.0,2.8,-1,25433,-1,60,280,HO,155,1113
2345,3,365,272,Preg,10,281,49,365,-1.0,-1.0,-1.0,-1,31346,-1,60,280,HO,0,688
2346,4,110,40,Bred,3,281,0,109,76.0,2.2,2.9,-1,24543,-1,60,280,HO,114,1070
2348,4,46,0,Open,10,-1,0,45,102.0,4.2,3.3,-1,-1,-1,60,280,HO,286,236
2350,4,58,0,Open,10,-1,0,57,108.0,6.3,3.2,-1,-1,-1,60,280,HO,358,104
2351,4,22,0,Open,10,-1,0,21,94.0,1.4E-45,1.4E-45,-1,-1,-1,60,280,HO,120,194
2355,3,357,277,Preg,10,281,56,357,-1.0,-1.0,-1.0,-1,34518,-1,60,280,HO,300,38
2358,4,89,19,Bred,3,281,0,88,112.0,2.6,2.7,-1,28014,-1,60,280,HO,215,759
2361,4,156,0,Open,10,-1,0,155,64.0,5.1,3.2,-1,20071,-1,60,280,HO,95,1106
2362,4,175,103,Preg,10,283,0,174,44.0,3.8,3.3,-1,18631,-1,60,280,HO,-42,840
2363,4,100,26,Bred,17,283,0,99,92.0,3.5,3.0,-1,24976,-1,60,280,HO,88,971
2373,4,175,40,Bred,3,283,0,174,76.0,4.2,3.3,-1,21885,-1,60,280,HO,-45,1120
2392,4,157,82,Preg,10,281,0,156,52.0,4.0,3.2,-1,22519,-1,60,280,HO,128,265
2397,3,240,8,Bred,14,281,0,239,96.0,1.7,3.3,-1,30382,-1,60,280,HO,-24,122
2398,3,322,0,Open,10,-1,0,321,80.0,2.5,3.1,-1,27390,-1,60,280,HO,254,780
2399,4,75,5,Bred,17,281,0,74,104.0,3.0,2.8,-1,24436,-1,60,280,HO,259,128
2401,3,376,262,Preg,10,281,56,376,-1.0,-1.0,-1.0,-1,31662,-1,60,280,HO,343,821
2410,4,136,61,Preg,10,281,0,135,76.0,3.2,3.0,-1,21180,-1,60,280,HO,99,129
2411,3,319,256,Preg,10,281,56,319,-1.0,-1.0,-1.0,-1,27292,-1,60,280,HO,56,14
2413,4,76,5,Bred,17,281,0,75,92.0,2.8,2.8,-1,24878,-1,60,280,HO,110,1148
2415,4,117,3,Bred,19,280,0,116,64.0,3.4,3.5,-1,22213,-1,60,280,HO,194,274
2426,3,289,237,Preg,10,281,21,289,-1.0,-1.0,-1.0,-1,29837,-1,60,280,HO,279,357
2431,4,174,23,Bred,20,281,0,173,66.8,5.0,3.4,-1,21453,-1,60,280,HO,162,572
2433,4,151,75,Preg,10,280,0,150,60.0,3.4,3.8,-1,23942,-1,60,280,HO,95,1181
2434,3,347,248,Preg,10,281,28,347,-1.0,-1.0,-1.0,-1,25245,-1,60,280,HO,146,188
2437,4,40,0,Open,10,-1,0,39,106.0,4.4,3.7,-1,-1,-1,60,280,HO,91,844
2441,3,214,17,Bred,5,281,0,213,100.0,3.6,3.0,-1,32772,-1,60,280,HO,289,92
2444,4,3,0,Open,10,-1,0,2,1.4E-45,1.4E-45,1.4E-45,-1,-1,-1,60,280,HO,43,713
2449,3,288,215,Preg,10,281,0,287,34.0,4.8,3.9,-1,27143,-1,60,280,HO,95,875
2451,3,228,54,Preg,10,281,0,227,32.0,3.1,3.3,-1,25324,-1,60,280,HO,158,1048
2459,3,258,187,Preg,10,281,0,257,52.0,5.0,3.2,-1,28090,-1,60,280,HO,299,19
2463,4,152,82,Preg,10,281,0,151,100.0,3.0,3.0,-1,29445,-1,60,280,HO,-30,716
2465,4,30,0,Open,10,-1,0,29,96.0,1.4E-45,1.4E-45,-1,-1,-1,60,280,HO,-70,732
2470,3,208,24,Bred,19,281,0,207,100.0,3.0,2.9,-1,30305,-1,60,280,HO,191,519
2474,3,304,185,Preg,10,281,28,304,-1.0,-1.0,-1.0,-1,21418,-1,60,280,HO,40,54
2481,3,360,253,Preg,10,281,35,360,-1.0,-1.0,-1.0,-1,28270,-1,60,280,HO,78,260
2482,3,375,0,Open,10,-1,0,374,40.0,3.8,2.8,-1,22425,-1,60,280,HO,49,323
2485,3,282,264,Preg,10,281,56,282,-1.0,-1.0,-1.0,-1,24559,-1,60,280,HO,124,96
2496,3,283,185,Preg,10,283,28,283,-1.0,-1.0,-1.0,-1,19248,-1,60,280,HO,74,847
2497,3,298,140,Preg,10,281,0,297,44.0,3.7,3.2,-1,25046,-1,60,280,HO,-125,807
2501,4,41,0,Open,10,-1,0,40,106.0,3.7,3.2,-1,-1,-1,60,280,HO,74,1055
2503,3,298,285,Preg,10,285,63,298,-1.0,-1.0,-1.0,-1,27579,-1,60,280,HO,315,753
2507,4,67,0,Open,10,-1,0,66,110.0,4.1,2.5,-1,27629,-1,60,280,HO,111,1121
2512,3,334,222,Preg,10,281,0,333,34.0,3.8,3.3,-1,26767,-1,60,280,HO,271,472
2515,3,261,166,Preg,10,281,0,260,58.0,3.7,2.9,-1,31771,-1,60,280,HO,264,318
2520,3,346,0,Open,10,-1,0,345,56.0,3.1,3.1,-1,31126,-1,60,280,HO,181,658
2521,4,35,0,Open,10,-1,0,34,92.0,5.3,4.3,-1,-1,-1,60,280,HO,201,353
2522,3,320,110,Preg,10,281,0,319,66.0,5.0,3.4,-1,30938,-1,60,280,HO,201,629
2525,3,276,44,Bred,20,281,0,275,68.0,4.2,3.2,-1,27286,-1,60,280,HO,220,217
2526,4,63,0,Open,10,-1,0,62,82.0,4.7,3.3,-1,20921,-1,60,280,HO,9,1152
2528,4,13,0,Open,10,-1,0,12,92.0,1.4E-45,1.4E-45,-1,-1,-1,60,280,HO,150,889
2530,3,352,180,Preg,10,281,28,352,-1.0,-1.0,-1.0,-1,26963,-1,60,280,HO,100,237
2531,4,13,0,Open,10,-1,0,12,88.0,1.4E-45,1.4E-45,-1,-1,-1,60,280,HO,128,675
2536,4,106,33,Bred,10,281,0,105,86.0,2.6,2.9,-1,20705,-1,60,280,HO,-136,587
2542,3,271,57,Preg,10,281,0,270,76.0,3.4,3.5,-1,30376,-1,60,280,HO,168,191
2543,3,295,257,Preg,10,281,35,295,-1.0,-1.0,-1.0,-1,32812,-1,60,280,HO,252,246
2546,3,258,251,Preg,10,281,91,258,-1.0,-1.0,-1.0,-1,22256,-1,60,280,HO,146,163
2547,3,359,0,Open,10,-1,0,358,74.0,4.0,3.4,-1,32813,-1,60,280,HO,263,471
2550,3,242,78,Preg,10,281,0,241,84.0,3.3,3.0,-1,31526,-1,60,280,HO,211,1106
2552,3,352,0,Open,10,-1,0,351,40.0,3.0,3.0,-1,31387,-1,60,280,HO,73,885
2554,3,234,159,Preg,10,281,0,233,68.0,4.5,3.4,-1,28453,-1,60,280,HO,254,662
2558,3,205,38,Bred,5,281,0,204,76.0,4.5,3.4,-1,23731,-1,60,280,HO,10,212
2559,4,42,0,Open,10,-1,0,41,104.0,4.2,3.4,-1,-1,-1,60,280,HO,62,763
2560,4,71,0,Open,10,-1,0,70,104.0,2.9,2.6,-1,24779,-1,60,280,HO,210,1128
2562,3,350,241,Preg,10,281,28,350,-1.0,-1.0,-1.0,-1,31219,-1,60,280,HO,279,1095
2563,3,327,271,Preg,10,281,56,327,-1.0,-1.0,-1.0,-1,20625,-1,60,280,HO,-81,1163
2568,3,258,164,Preg,10,281,0,257,60.0,3.9,3.2,-1,24711,-1,60,280,HO,192,233
2569,3,296,222,Preg,10,281,0,295,22.0,3.5,3.5,-1,27131,-1,60,280,HO,156,785
2570,4,297,236,Preg,10,281,14,297,-1.0,-1.0,-1.0,-1,26982,-1,60,280,HO,51,143
2575,3,371,271,Preg,10,281,49,371,-1.0,-1.0,-1.0,-1,29586,-1,60,280,HO,194,629
2576,3,252,180,Preg,10,281,0,251,36.0,3.6,2.8,-1,22558,-1,60,280,HO,156,929
2581,3,45,0,Open,10,-1,0,44,112.0,3.2,3.2,-1,-1,-1,60,280,HO,70,548
2582,3,302,207,Preg,10,281,0,301,42.0,5.0,3.9,-1,32547,-1,60,280,HO,303,1194
2583,3,284,86,Preg,10,281,0,283,52.0,3.8,3.1,-1,22065,-1,60,280,HO,53,509
2584,3,408,207,Preg,10,281,0,407,42.0,4.1,3.2,-1,29858,-1,60,280,HO,97,784
2586,3,308,0,Open,10,-1,0,307,40.0,4.9,3.5,-1,26746,-1,60,280,HO,263,351
2587,3,275,0,Open,10,-1,0,274,48.0,2.9,2.7,-1,21188,-1,60,280,HO,14,1083
2592,4,43,0,Open,10,-1,0,42,60.0,1.4E-45,1.4E-45,-1,-1,-1,60,280,HO,258,952
2596,3,229,16,Bred,6,281,0,228,80.0,3.2,3.0,-1,34048,-1,60,280,HO,140,96
2599,4,8,0,Open,10,-1,0,7,80.0,1.4E-45,1.4E-45,-1,-1,-1,60,280,HO,274,90
2600,3,171,64,Preg,10,281,0,170,96.0,2.8,2.9,-1,29442,-1,60,280,HO,328,1030
2601,3,318,200,Preg,10,281,0,317,28.0,3.7,3.2,-1,29410,-1,60,280,HO,157,781
2605,3,294,243,Preg,10,281,21,294,-1.0,-1.0,-1.0,-1,31268,-1,60,280,HO,149,551
